"price","retail_price","units_sold","rating","uses_ad_boosts","rating_count","rating_five_count","rating_four_count","rating_three_count","rating_two_count","rating_one_count","merchant_rating_count","merchant_rating"
14,104,100,3.44,1,71,20,17,19,4,11,151,3.76158940397351
8,7,50,3.88,0,8,5,1,0,0,2,334,3.73652694610778
8,26,100,5,0,13,13,0,0,0,0,138,3.65942028985507
7,81,100,3.57,1,23,10,2,5,3,3,7602,3.8566166798211
3,3,100,3.67,0,12,4,3,3,1,1,38100,4.29146981627297
8,8,1000,3.63,0,187,80,33,31,11,32,1761,4.08972174900625
8,10,100,3.5,0,6,3,0,1,1,1,117,3.78632478632479
12,11,5000,3.34,0,887,305,161,140,97,184,1021,3.68168462291871
11,22,100,2.71,1,24,6,2,5,1,10,746,4.01876675603217
8,7,100,3,1,11,3,1,3,1,3,5768,4.48439667128988
8,7,100,4.39,0,111,77,14,10,6,4,1290,4.21240310077519
6,30,1000,3.53,0,325,130,61,48,24,62,383,3.79373368146214
11,26,100,4.25,0,12,8,2,0,1,1,874,4.05491990846682
8,7,100,3.86,1,28,14,4,5,2,3,889,4.39032620922385
8,7,1000,3.58,0,605,210,144,117,56,78,21226,4.01418072175634
9,9,10000,3.74,1,2148,822,539,410,169,208,246312,4.20372535645848
14,12,10,5,0,1,1,0,0,0,0,9217,4.17304979928393
13,11,5000,3.88,1,1224,569,278,175,67,135,56745,3.98107322231034
4.84,5,100,4.09,1,57,30,12,10,0,5,16099,3.95148767004162
5,5,1000,4.11,0,94,54,16,13,2,9,10436,4.04484476811039
14,89,5000,3.43,1,647,227,134,98,64,124,5985,4.23174603174603
3,60,100,3.57,1,28,12,6,2,2,6,1500,3.952
7,6,10000,3.35,0,1786,660,264,301,162,399,3566,3.73247335950645
5,5,50000,3.93,0,7088,3367,1510,1148,469,594,11481,4.09528786691055
9,8,100,4.07,0,27,14,8,1,1,3,34975,4.33658327376698
9,8,1000,4.22,1,237,138,50,26,9,14,96838,4.2646585018278
8,11,1000,4.13,0,127,70,30,10,7,10,173,4.30635838150289
11,10,2,2,0,1,0,0,0,1,0,21307,3.99906134134322
19,17,5000,3.77,0,1163,559,212,135,77,180,15173,3.95999472747644
8,25,10000,3.65,0,2324,1009,401,358,212,344,30292,4.22758484088208
7,6,10000,3.91,0,1797,885,366,230,139,177,9938,4.12487422016502
9,8,100,3.18,1,72,17,19,12,8,16,288,3.72916666666667
12,11,5000,3.11,0,434,146,58,59,38,133,6876,3.77545084351367
8,7,100,3.9,0,21,9,7,2,0,3,6126,4.31831537708129
7,6,1000,3.19,0,245,77,44,39,19,66,9341,4.01295364522
8,17,1000,3.93,1,426,216,77,60,34,39,5807,3.98415705183399
8,7,10,5,1,0,NA,NA,NA,NA,NA,27175,3.96603495860166
11,10,20000,4.32,0,3648,2418,548,327,126,229,4448,4.29226618705036
11,30,1,5,0,0,NA,NA,NA,NA,NA,1380,4.00724637681159
3.7,47,100,3.18,1,11,4,1,1,3,2,359,3.40947075208914
14,12,5000,3.75,1,1892,780,431,317,147,217,16447,4.0304614823372
11,10,5000,4.26,1,1273,735,295,134,55,54,67171,4.10232094207322
18,16,1000,3.63,1,477,181,112,75,43,66,2116,4.14603024574669
12,118,20000,4.29,1,4266,2611,850,449,145,211,165915,4.25607690684989
14,43,1000,4.05,1,167,93,32,18,5,19,22711,3.87204438377879
8,75,50,4.33,0,3,1,2,0,0,0,4773,4.00293316572386
1.77,2,10000,4.03,1,510,267,103,67,35,38,783,4.23754789272031
3.73,9,5000,4.14,0,856,475,171,112,49,49,2293,4.14566070649804
8,22,100,3.92,0,12,7,1,2,0,2,65189,4.0496402767338
18,27,5000,4.09,1,1903,994,449,234,85,141,15855,4.05291706086408
4,4,100,4.07,1,46,23,12,6,1,4,32168,3.88454364585924
5.68,7,10000,3.89,0,1232,588,250,188,81,125,7544,4.05448038176034
14,12,5000,4.06,1,643,365,109,73,33,63,80093,4.00669222029391
1.75,6,50,3,1,2,0,1,0,1,0,2782,4.06901509705248
14,84,100,4.13,1,60,35,10,7,4,4,849,3.70789163722026
8,7,1000,2.75,1,127,29,17,19,17,45,9470,3.95681098204857
6,9,10000,4.04,0,2211,1123,468,354,117,149,55089,4.03294668627131
5.89,5,5000,3.25,0,392,127,65,69,40,91,4295,3.84959254947614
5,5,1000,3.77,1,435,191,87,69,41,47,3883,4.28817924285346
2.71,3,20000,4.03,0,7022,3502,1523,1145,416,436,151249,4.04915734980066
11,10,100,5,0,3,3,0,0,0,0,299,4.24749163879599
16,14,100,4.1,0,10,6,1,2,0,1,16803,4.15503183955246
7,26,5000,4.01,0,542,283,111,69,29,50,8242,4.21669497694734
4,4,50,1,1,1,0,0,0,0,1,254,3.51574803149606
6,6,100,3.13,1,8,3,1,1,0,3,18877,4.07988557503841
8,17,10,5,0,0,NA,NA,NA,NA,NA,8,3.625
4,4,100,4.24,1,41,25,6,7,1,2,3053,3.85849983622666
11,20,10000,3.92,0,2841,1352,636,397,185,271,12371,3.87163527604882
12,59,5000,3.47,0,371,137,64,69,40,61,3592,4.06236080178174
11,11,1000,2.99,0,228,59,38,36,32,63,5264,4.03286474164134
1.91,2,10000,4.05,0,697,385,125,81,48,58,2399,4.10546060858691
5.7,58,50000,3.45,0,8164,2936,1396,1547,970,1315,96276,4.0962337446508
8,17,5000,4.47,0,907,601,187,84,16,19,1963,4.39735099337748
9,8,1000,3.58,0,81,29,20,13,7,12,13814,3.85688432025481
5.72,9,100,2.5,0,4,1,0,0,2,1,1373,3.89949016751639
2,10,100,3.2,0,10,3,1,3,1,2,8225,3.99063829787234
9,9,1000,4.16,0,129,81,19,12,3,14,16527,3.94015852846857
15,13,10,4,0,4,2,1,0,1,0,331,4.02114803625378
20,17,50,4.17,0,12,7,2,2,0,1,26,3.92307692307692
6,9,1000,3.67,1,304,126,66,44,23,45,3300,4.02424242424242
3,3,1000,3.08,1,109,26,25,17,14,27,7936,3.96459173387097
9,10,10000,4.15,0,2587,1511,479,275,115,207,5808,4.30699035812672
8,8,10000,3.98,1,1612,777,367,241,112,115,35262,3.93948159491804
12,75,100,2.82,1,28,7,3,6,2,10,29,3.03448275862069
11,13,100,3.8,1,5,2,2,0,0,1,23832,4.02043470963411
9,22,100,3.3,1,10,2,2,4,1,1,16099,3.95148767004162
7,6,1000,4.33,0,144,91,28,15,2,8,10963,4.32390768950105
5.92,9,100,3.71,1,17,7,3,4,1,2,5106,4.21288679984332
8,48,1000,4.34,0,794,500,152,86,26,30,3403,4.33734939759036
11,134,100,3.54,1,28,7,11,4,2,4,1926,4.07165109034268
8,7,10000,3.62,1,2069,884,343,331,184,327,12006,3.90121605863735
15,115,50000,3.94,1,6735,3278,1411,998,431,617,165915,4.25607690684989
8,7,20000,3.59,1,2189,917,374,331,223,344,12309,4.04517020066618
1.68,2,1000,3.95,1,238,129,42,27,7,33,12309,4.04517020066618
24,59,1000,4.21,1,762,461,150,64,24,63,4084,4.30827619980411
5.65,26,100,3.67,0,33,14,7,4,3,5,3028,4.29920739762219
13,11,100,4.35,0,26,18,4,1,1,2,21,4.04761904761905
16,106,100,4.07,0,76,38,21,5,8,4,15551,4.2336827213684
5.83,5,100,4.36,0,22,13,5,3,1,0,17471,3.95283612844142
7,7,5000,3.32,0,579,190,108,94,70,117,4213,4.05839069546641
8,27,5000,3.98,1,921,447,203,145,62,64,41906,4.2164129241636
14,12,5000,4.06,1,643,365,109,73,33,63,80093,4.00669222029391
5.65,9,5000,4.23,0,1002,590,195,124,41,52,5534,4.0889049512107
1.8,2,1000,3.68,1,76,35,10,13,8,10,4230,4.04137115839243
7,6,100,3,1,22,5,3,7,1,6,3060,3.93496732026144
1.75,6,50,3,1,2,0,1,0,1,0,2782,4.06901509705248
9,108,1000,4.06,0,252,136,52,31,10,23,5934,3.84951129086619
12,11,1000,3.49,0,201,73,44,29,18,37,779,3.77663671373556
8,7,1000,3.84,0,132,56,34,20,9,13,2055,3.83795620437956
5,5,100,4.5,0,6,4,1,1,0,0,10600,3.86754716981132
11,10,1000,3.74,1,54,23,11,10,3,7,73271,3.95444309481241
8,7,10000,3.54,0,2006,748,417,331,194,316,13946,4.00014341029686
7,6,100,4,0,6,3,1,1,1,0,1559,4.03912764592688
6,13,1000,3.51,0,79,26,17,18,7,11,13979,3.87073467343873
6,22,1000,4.19,1,201,108,50,27,6,10,3439,4.41727246292527
13,25,100,3.42,1,79,29,16,10,7,17,27764,3.95040340008644
7,50,1000,4.08,1,408,212,89,56,29,22,12763,3.96748413382434
13,11,1000,3.5,1,64,28,7,9,9,11,12919,4.02446009753077
12,14,50,3.88,0,8,2,4,1,1,0,52,3.88461538461538
5.71,13,1000,4.23,1,317,194,59,29,13,22,3709,4.24265300620113
11,51,100,3,1,4,1,1,0,1,1,17222,4.00127743583788
3.79,49,20000,3.93,0,8412,4299,1527,1177,527,882,56999,4.04682538290145
8,10,100,3.39,0,18,5,6,1,3,3,290,3.68275862068965
2,3,20000,4.09,0,6689,3566,1389,942,352,440,151249,4.04915734980066
6,22,1000,3.74,0,518,240,89,77,37,75,4233,4.01677297424994
6,6,50,4.2,0,15,9,2,3,0,1,144,3.72222222222222
13,11,100,3.75,0,4,1,1,2,0,0,18029,4.10061567474624
8,25,1000,4.25,1,220,136,35,28,9,12,4072,3.90029469548134
7,6,100,5,0,0,NA,NA,NA,NA,NA,0,5
11,10,5000,4.05,0,654,340,129,106,35,44,8117,4.0649254650733
11,152,1000,3.91,0,808,381,180,110,68,69,87178,3.90835990731607
8,7,5000,3.8,1,757,360,132,116,55,94,246312,4.20372535645848
1.65,2,1000,3.67,1,191,89,26,31,14,31,5654,3.95879023700035
8,22,10000,3.7,0,904,395,177,135,64,133,6651,4.08479927830401
12,11,1000,3.76,1,899,390,198,130,65,116,1990,4.04673366834171
9,8,10000,3.84,1,1982,938,384,292,136,232,66644,4.13758177780445
8,7,20000,3.33,0,3216,1138,523,521,324,710,54504,3.80168428005284
5,51,10,5,0,0,NA,NA,NA,NA,NA,295,3.98983050847458
11,50,100,3,1,9,2,1,3,1,2,17,2.94117647058824
11,10,1000,4.29,0,410,247,89,40,15,19,1733,3.84246970571264
9,8,5000,3.75,0,429,185,83,81,30,50,1029,3.82118561710398
7,13,10000,3.12,0,567,170,89,91,72,145,5934,3.84951129086619
6,6,100,3.93,0,41,20,7,9,1,4,151249,4.04915734980066
7,14,100,4.24,0,50,29,12,4,2,3,1160,4.14396551724138
1.65,2,1000,3.67,1,191,89,26,31,14,31,5654,3.95879023700035
11,106,20000,3.92,1,10150,4974,2091,1409,655,1021,25093,4.06866456780776
11,85,1000,4.08,1,454,231,118,49,21,35,895,4.3340782122905
7,6,1000,4.12,0,442,220,111,72,23,16,1369,4.06135865595325
8,72,1000,4.01,0,153,85,22,24,7,15,4136,3.91247582205029
15,13,5000,3.95,0,1632,836,306,221,103,166,32323,4.04049747857563
9,46,100,4.86,0,7,6,1,0,0,0,2228,4.22800718132855
7,6,10000,4.41,0,3078,2050,550,276,87,115,11264,4.10138494318182
11,10,100,3.08,1,39,11,8,3,7,10,103,3.68932038834951
6,10,1000,3,0,87,22,10,23,10,22,232,3.67672413793103
8,10,100,4.07,0,58,27,18,7,2,4,123,4.04065040650407
2,2,100,2.92,1,12,2,2,4,1,3,366,3.97540983606557
8,13,100,4.04,0,57,29,16,2,5,5,4516,4.23184233835252
22,159,1000,4.04,0,235,127,49,26,7,26,541,4.09796672828096
11,10,1000,3.89,0,140,66,35,15,5,19,124563,4.19358878639725
6,6,1000,3.73,1,142,56,32,30,8,16,3053,3.85849983622666
6,38,5000,4.22,0,958,571,171,116,53,47,213709,4.29389964858757
9,50,100,3.84,1,37,16,10,3,5,3,3237,3.94840902069818
12,11,20000,3.64,1,1711,702,339,272,144,254,55499,4.13888538532226
6,6,20000,3.71,1,2706,1095,597,464,222,328,6714,4.07327971403038
9,33,5000,3.81,0,719,356,111,103,59,90,139788,4.16650928548946
18,47,100,4.62,0,34,27,4,1,1,1,1465,4.22662116040956
11,108,5000,2.95,0,299,72,47,59,36,85,2608,3.87308282208589
13,13,1000,3.7,0,332,149,56,57,20,50,4048,4.06447628458498
11,38,20000,3.66,1,8971,3598,1821,1607,808,1137,73701,4.10512747452545
11,10,1000,4.09,0,100,59,16,10,5,10,6300,4.07809523809524
11,10,100,4.14,0,51,29,9,8,1,4,16994,4.2636812992821
9,34,50,5,0,0,NA,NA,NA,NA,NA,14676,4.07420278004906
6,7,50,2.67,0,3,1,0,0,1,1,1374,4.0589519650655
2.83,3,20000,3.62,1,1742,732,322,264,147,277,3791,3.91875494592456
7,159,5000,3.39,0,1632,584,289,276,149,334,8547,4.08178308178308
15,28,100,3.23,1,69,25,9,8,11,16,897,3.85061315496098
14,68,5000,3.44,1,734,248,153,135,67,131,13075,4.22646271510516
12,14,10,5,0,0,NA,NA,NA,NA,NA,52,3.88461538461538
5.81,30,100,2.61,0,18,3,2,5,1,7,26473,3.8947606995807
16,22,100,3.15,1,72,20,17,9,6,20,79,3.41772151898734
7,6,100,3.8,0,61,28,11,12,2,8,139607,4.21638599783678
8,42,1000,3.95,0,449,230,87,60,25,47,47981,4.02536420666514
12,13,10000,3.56,0,893,364,140,157,92,140,117487,4.08773736668738
11,76,1000,4.1,1,364,212,61,38,20,33,6343,4.14914078511745
11,14,1000,3.93,0,651,333,114,97,39,68,6383,4.27949240169199
5.69,5,5000,3.61,0,437,183,80,63,42,69,2114,4.2275307473983
12,11,100,3.28,1,40,10,11,8,2,9,7936,3.96459173387097
7,6,100,3.6,0,25,10,4,5,3,3,483,4.15527950310559
7,13,50000,3.35,1,9075,2998,1514,1827,1136,1600,839882,4.10375981387862
5.66,5,10000,4.29,1,2068,1245,418,247,68,90,2174765,4.35618790995809
8,7,20000,3.39,0,2877,1046,453,522,289,567,402743,4.15671532466114
5,5,10000,3.88,1,1109,555,182,172,81,119,59903,4.15366509189857
14,13,5000,4.16,0,2082,1201,398,241,94,148,5841,4.21777092963534
6,47,1000,4.28,0,134,84,19,22,2,7,25914,3.86231380720846
8,7,10000,4.02,0,2694,1383,591,342,153,225,10258,4.24371222460519
5.83,5,100,4.36,0,22,13,5,3,1,0,17471,3.95283612844142
11,21,1000,4.08,0,545,295,113,65,27,45,33303,3.98162327718224
1.85,11,100,3.9,0,97,49,16,14,9,9,91631,3.83793694273772
9,8,5000,3.61,1,1926,740,405,345,164,272,73271,3.95444309481241
8,56,10000,3.59,1,1285,469,286,252,94,184,1260,3.7952380952381
3,3,50000,3.81,0,11408,5065,2342,1964,890,1147,151249,4.04915734980066
6,17,5000,3.9,1,813,387,168,120,65,73,22765,4.23817263342851
3.86,6,50,4,0,6,3,0,3,0,0,4098,3.86090775988287
9,8,5000,4.03,0,827,445,159,103,45,75,124563,4.19358878639725
5.89,5,5000,3.25,0,392,127,65,69,40,91,4295,3.84959254947614
11,17,1000,3.62,0,462,189,89,74,41,69,5880,4.13639455782313
8,7,20000,3.95,1,9337,4487,1955,1532,658,705,40245,3.99758976270344
8,140,10000,4.17,1,1910,1141,329,212,88,140,2050,4.16780487804878
11,168,10,3.33,0,3,0,2,0,1,0,47,3.91489361702128
11,168,10,3.33,0,3,0,2,0,1,0,47,3.91489361702128
8,7,100,2,0,2,0,0,1,0,1,14676,4.07420278004906
2,8,50,3.88,0,8,5,1,0,0,2,7248,3.94301876379691
5.66,5,100,3.41,1,27,8,8,4,1,6,1129,3.83348095659876
9,8,100,4.1,0,10,5,3,1,0,1,4402,4.02294411631077
8,9,100,4.08,1,61,38,6,8,2,7,1585,4.07697160883281
9,8,1000,3.78,0,282,127,47,58,20,30,16523,4.03873388609817
2.76,17,1000,4.33,1,49,28,13,5,2,1,11505,4.13672316384181
3.83,4,100,3.57,0,67,27,15,6,7,12,5654,3.95879023700035
7,9,10000,4.47,1,1838,1253,351,139,42,53,8727,4.16179672281425
6,43,1000,3.46,0,566,239,71,85,56,115,36361,3.96752014521053
8,21,100,4.06,0,36,20,6,5,2,3,5781,4.27486594014876
8,9,1000,4.16,1,45,28,4,9,0,4,21012,3.88516086046069
2.66,3,100,2.67,1,12,1,4,2,0,5,66644,4.13758177780445
8,85,20000,3.37,0,5685,1813,1162,1071,609,1030,402743,4.15671532466114
8,7,1000,3.55,1,120,47,21,20,15,17,7348,4.13745236799129
3.67,9,5000,3.32,0,510,181,83,77,58,111,253249,4.07061824528429
12,81,20000,4.08,0,1799,960,346,285,97,111,151914,4.12792106060008
13,11,20000,4.06,1,4378,2301,939,572,248,318,44067,4.28849252274945
9,8,5000,3.89,1,740,361,137,117,53,72,24771,4.04795930725445
9,85,50,4.63,1,8,5,3,0,0,0,54,4.18518518518519
8,7,100,3.38,0,42,16,6,7,4,9,198,3.83838383838384
12,11,10000,4.14,0,3560,1950,776,428,184,222,19521,3.98483684237488
5,75,100,3.8,1,15,7,3,2,1,2,17612,3.88967749261867
6,6,5000,4.27,0,901,528,197,105,32,39,9486,4.17699768079275
14,12,1000,3.7,0,511,211,107,89,39,65,47356,4.05688825069685
8,7,5000,4.34,0,719,460,128,71,34,26,15348,4.01381287464165
8,59,20000,4.03,1,5929,3030,1257,884,326,432,15006,4.08356657337065
8,7,20000,3.41,0,5781,1964,1029,1167,684,937,32923,4.20915469428667
18,16,20000,4.23,0,4421,2638,851,473,213,246,18910,4.38741406663141
3.93,24,100,3.54,0,57,24,10,5,9,9,2399,4.2134222592747
11,10,100,3.12,1,25,5,6,5,5,4,7076,3.96806105144149
6,6,100,3.67,1,27,9,8,5,2,3,4705,4.04059511158342
8,7,1000,4.37,0,578,367,122,50,15,24,17816,4.17944544229906
11,59,100,4.33,1,3,2,0,1,0,0,38258,3.95543415756182
7,26,5000,4.01,0,542,283,111,69,29,50,8242,4.21669497694734
12,11,100,5,1,0,NA,NA,NA,NA,NA,6,4.5
11,10,100,3.56,1,71,29,10,15,6,11,2782,4.06901509705248
11,10,100,3.96,0,98,46,24,14,6,8,5070,4.2767258382643
3,3,50,4.25,0,4,3,0,0,1,0,28,4.03571428571429
5,8,5000,3.51,1,747,270,138,157,64,118,5019,4.06953576409643
9,43,1000,4.74,0,47,40,3,3,1,0,4773,4.00293316572386
8,7,1000,3.61,0,233,91,57,28,17,40,32858,3.88553776857995
9,8,20000,3.88,1,6360,3029,1251,982,455,643,40616,4.09855721883002
11,10,20000,3.73,0,8609,3624,1733,1531,761,960,32394,3.9246774093968
11,84,20000,3.53,0,3572,1328,706,611,377,550,11965,4.0171333054743
7,6,10000,4.34,0,3079,1891,631,367,99,91,9661,4.29324086533485
3.93,4,100,4.4,1,10,7,2,0,0,1,3791,3.91875494592456
7,6,100,3.67,1,18,7,3,5,1,2,12309,4.04517020066618
8,7,100,4,0,13,5,5,1,2,0,129,3.7906976744186
7,6,5000,4.38,0,996,654,178,94,32,38,130598,3.94679091563424
3.7,9,10,2.25,0,4,0,0,2,1,1,72,3.77777777777778
8,51,100,4.29,0,31,19,5,5,1,1,5846,3.83253506671228
8,7,1000,4.11,0,439,252,76,55,19,37,14298,4.26059588753672
3.94,8,100,3.9,0,21,10,5,2,2,2,189,4.06878306878307
15,13,1000,4.41,0,277,177,58,28,6,8,1038,4.25433526011561
5,5,1000,3.74,1,149,63,33,23,11,19,55499,4.13888538532226
5.77,5,100,4,1,4,1,2,1,0,0,8996,3.91574032903513
4.67,4,100,2.88,1,82,18,11,21,7,25,7497,4.07936507936508
11,10,100,3.29,0,49,15,8,12,4,10,168,3.73214285714286
5.9,5,5000,3.26,0,531,171,92,91,58,119,7069,4.05502899985854
3.7,47,100,3.18,1,11,4,1,1,3,2,359,3.40947075208914
5,5,1000,3.77,1,435,191,87,69,41,47,3883,4.28817924285346
9,8,5000,3.65,0,878,381,145,144,83,125,3915,3.98620689655172
16,18,100,3.88,0,69,33,15,10,2,9,37753,3.82856991497364
6,6,10000,4.34,0,1669,1032,341,185,57,54,2736,4.32383040935673
16,26,1000,3.67,0,450,184,85,85,42,54,12322,4.23754260671969
3.76,4,1000,3.34,0,95,33,17,15,9,21,3804,4.1096214511041
8,30,1000,4.01,1,270,141,55,32,20,22,2212,4.20931283905967
11,10,100,3.13,1,45,11,11,7,5,11,364,3.38186813186813
8,7,100,3.33,1,3,1,1,0,0,1,619,4.36833602584814
12,11,1000,4.05,0,614,339,114,70,34,57,45151,4.03295608070696
8,9,5000,4.07,1,775,411,158,102,56,48,42919,4.10596705421841
11,10,100,3.32,1,28,11,3,3,6,5,1151,4.3249348392702
5,5,10000,3.94,0,2557,1228,552,394,165,218,32168,3.88454364585924
5,76,1000,3.77,1,404,173,87,68,31,45,25093,4.06866456780776
7,6,1000,3.8,1,46,22,9,6,2,7,1685,3.81127596439169
8,7,5000,4.02,1,1269,639,288,173,72,97,39395,4.05442315014596
15,15,3,5,0,0,NA,NA,NA,NA,NA,4150,4.25228915662651
12,11,1000,3.81,0,341,163,63,48,21,46,2248,4.15035587188612
7,6,100,4.15,0,27,16,5,3,0,3,18529,4.13594905283609
13,68,5000,3.97,1,1020,486,239,161,49,85,165915,4.25607690684989
9,59,100,3.69,0,29,12,5,6,3,3,3300,4.02424242424242
5,5,100,3,0,45,14,3,10,5,13,9857,4.05397179669271
14,93,1000,4.24,1,254,147,57,26,11,13,90105,4.20129848510072
7,16,10000,3.94,1,1116,583,189,153,80,111,3977,4.14533568016093
13,84,10000,4.07,1,2328,1184,545,329,116,154,22173,4.20340053217878
2,6,1000,4.03,1,31,15,8,3,4,1,31138,4.11744492260261
4.73,7,100,4.4,1,86,57,16,6,4,3,31138,4.11744492260261
11,37,20000,3.42,0,7596,2679,1403,1317,793,1404,58068,4.31018805538334
8,122,5000,4,1,1355,716,272,155,75,137,3532,4.19960362400906
4.74,20,5000,4.05,0,784,410,160,113,44,57,213709,4.29389964858757
8,7,10000,3.28,0,1649,570,245,276,190,368,6818,3.98239953065415
8,7,100,3.83,0,6,3,1,1,0,1,211,3.54502369668246
8,30,100,3.47,0,34,13,7,4,3,7,11030,3.95258386219402
5.95,6,100,3.21,1,48,14,13,4,3,14,2363,3.8535759627592
3.65,9,100,3.38,1,8,3,2,0,1,2,8888,4.24324932493249
2.81,3,5000,3.91,0,940,453,198,124,78,87,42919,4.10596705421841
4.66,5,10000,4.28,0,1594,973,300,187,58,76,85562,4.39459105677754
5,5,10,5,0,0,NA,NA,NA,NA,NA,129,3.83720930232558
5,16,1000,4.23,1,62,39,10,5,4,4,10501,4.02923531092277
8,7,100,3.33,1,3,1,1,0,0,1,619,4.36833602584814
13,11,1000,3.53,1,302,125,47,47,29,54,4524,3.86538461538462
8,7,5000,4.3,0,830,523,147,87,32,41,9200,4.28967391304348
8,85,100,3.5,0,2,0,1,1,0,0,59234,3.98705135564034
